PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,LATITUDE,LONGITUDE
Single Family Residential,5290 Whitmore Dr,Delhi Twp,OH,45238,159900,3,2.5,Delhi Twp.,1606,9191,1975,58,100,,Active,,,http://www.redfin.com/OH/Cincinnati/5290-Whitmore-Dr-45238/home/101007760,39.0870843,-84.6181708
Single Family Residential,5313 Panther Ct,Delhi Twp,OH,45238,255000,4,3.5,Delhi Twp.,2034,6033,2005,58,125,,Active,,,http://www.redfin.com/OH/Cincinnati/5313-Panther-Ct-45238/home/100939815,39.1123084,-84.6215647
Single Family Residential,2493 Dunaway Ct,Cincinnati,OH,45238,109900,2,1.5,Westwood,1240,,1940,62,89,,Active,,,http://www.redfin.com/OH/Cincinnati/2493-Dunaway-Ct-45238/home/78828647,39.1320844,-84.5967391
Multi-Family (2-4 Unit),2407 Ferguson Rd,Cincinnati,OH,45238,112000,2,2,Westwood,1600,6708,1940,65,70,,Active,,,http://www.redfin.com/OH/Cincinnati/2407-Ferguson-Rd-45238/home/100989074,39.1304937,-84.6009116
Multi-Family (2-4 Unit),2469 Boudinot Ave,Cincinnati,OH,45238,85000,4,3,Westwood,,8712,1946,65,,,Active,,,http://www.redfin.com/OH/Cincinnati/2469-Boudinot-Ave-45238/home/78971835,39.1324045,-84.6054109
Single Family Residential,524 Virgil Rd,Cincinnati,OH,45238,42000,2,1,Price Hill,1200,,1950,68,35,,Active,,,http://www.redfin.com/OH/Cincinnati/524-Virgil-Rd-45238/home/100972495,39.1008693,-84.5943012
Multi-Family (2-4 Unit),5177 Leona Dr,Green Twp,OH,45238,125000,4,2,Covedale,1763,,1949,77,71,,Active,,,http://www.redfin.com/OH/Cincinnati/5177-Leona-Dr-45238/home/107955034,39.126033,-84.611665
Vacant Land,4307 Eaglepoint Ct,Delhi Twp,OH,45238,100000,,,Delhi Twp.,,27356,,78,,,Active,,,http://www.redfin.com/OH/Cincinnati/4307-Eaglepoint-Ct-45238/home/165852734,39.0835083,-84.5939516
Multi-Family (2-4 Unit),3253 Queen City Ave,Cincinnati,OH,45238,140000,6,,Westwood,,,1951,88,,,Active,,,http://www.redfin.com/OH/Cincinnati/3253-Queen-City-Ave-45238/home/82729432,39.1389836,-84.6091737
Single Family Residential,626 Roebling Rd,Cincinnati,OH,45238,65000,2,1,Price Hill,840,6403,1950,98,77,,Active,,,http://www.redfin.com/OH/Cincinnati/626-Roebling-Rd-45238/home/78937022,39.101983,-84.5927403
Single Family Residential,1158 Nancy Lee Ln,Cincinnati,OH,45238,90000,3,1.5,Covedale,1372,6752,1950,98,66,,Active,,,http://www.redfin.com/OH/Cincinnati/1158-Nancy-Lee-Ln-45238/home/100973096,39.1161518,-84.6038846
Single Family Residential,5329 Carefree Ct,Cincinnati,OH,45238,133760,4,3,Cincinnati,,,1963,109,,,Active,,,http://www.redfin.com/OH/Cincinnati/5329-Carefree-Ct-45238/home/76081885,39.1077106,-84.6186156
Single Family Residential,3944 Delhi Park,Delhi Twp,OH,45204,54900,3,1,Delhi Twp.,959,9453,1939,115,57,,Active,,,http://www.redfin.com/OH/Cincinnati/3944-Delhi-Ave-45204/home/78861298,39.0976466,-84.5817385
Single Family Residential,536 Trenton Ave,Cincinnati,OH,45238,53960,3,1,Price Hill,1054,10324,1951,125,51,,Active,,,http://www.redfin.com/OH/Cincinnati/536-Trenton-Ave-45238/home/78823163,39.1006447,-84.5920915
Townhouse,945 Villaview Dr,Delhi Twp,OH,45238,85000,2,2.5,Delhi Twp.,1155,,1986,132,74,150,Active,,,http://www.redfin.com/OH/Cincinnati/945-Villaview-DR-45238/home/163363461,39.111394,-84.617323
Single Family Residential,4774 Clevesdale Dr,Cincinnati,OH,45238,125000,4,2,Covedale,1948,,1958,143,64,,Active,,,http://www.redfin.com/OH/Cincinnati/4774-Clevesdale-Dr-45238/home/78903919,39.1207929,-84.5954301
Multi-Family (2-4 Unit),814 Pedretti Ave,Cincinnati,OH,45238,84900,4,,Price Hill,1916,7405,1915,144,44,,Active,,,http://www.redfin.com/OH/Cincinnati/814-Pedretti-Ave-45238/home/78969249,39.1101076,-84.5984981
Condo/Co-op,3004 Glenmore Ave #309,Cincinnati,OH,45238,68900,2,2,Westwood,1080,,1983,146,64,194,Active,,,http://www.redfin.com/OH/Cincinnati/3004-Glenmore-Ave-45238/unit-309/home/63715164,39.1371965,-84.6130835
Multi-Family (2-4 Unit),4363 Ridgeview Ave,Cincinnati,OH,45238,124000,4,2,Price Hill,,6970,1927,151,,,Active,,,http://www.redfin.com/OH/Cincinnati/4363-Ridgeview-Ave-45238/home/100972321,39.1093584,-84.5941414
Townhouse,1809 Tuxworth Ave #2,Cincinnati,OH,45238,93000,2,2.5,Covedale,1394,,1986,186,67,,Active,,,http://www.redfin.com/OH/Cincinnati/1809-Tuxworth-Ave-45238/unit-2/home/78810257,39.1221342,-84.5915119
Single Family Residential,3624 Muddy Creek Rd,Cincinnati,OH,45238,86900,4,1,Westwood,1208,4400,1946,283,72,,Active,,,http://www.redfin.com/OH/Cincinnati/3624-Muddy-Creek-Rd-45238/home/78773158,39.1362445,-84.6200927
Vacant Land,5540 Rapid Run Rd,Delhi Twp,OH,45238,9900,,,Delhi Twp.,,10716,,354,,,Active,,,http://www.redfin.com/OH/Cincinnati/5540-Rapid-Run-Rd-45238/home/146490032,39.1112288,-84.6280897
Vacant Land,0 Westbourne Dr,Green Twp,OH,45248,15900,,,Green Twp.,,15246,,1121,,,Active,,,http://www.redfin.com/OH/Cincinnati/Westbourne-Dr-45248/home/101016605,39.135215,-84.635237
Single Family Residential,1432 W 107th St,Cleveland,PA,44102,124900,5,2,Jennings Whitmore & Schillings,1791,6969,1900,1,70,,Active,,,http://www.redfin.com/OH/Cleveland/1432-W-107th-St-44102/home/70719877,41.4808646,-81.7622075
Single Family Residential,2191 W 98th St,Cleveland,OH,44102,72999,3,1.5,A J Marvin Resub,,4356,1920,1,,,Active,,,http://www.redfin.com/OH/Cleveland/2191-W-98th-St-44102/home/66470965,41.4717974,-81.750714
Single Family Residential,6311 Ellen Ave,Cleveland,OH,44102,105000,3,2,Brooklyn,,3484,1900,2,,,Active,,,http://www.redfin.com/OH/Cleveland/6311-Ellen-Ave-44102/home/66577660,41.481076,-81.7295763
Single Family Residential,3451 W 94th St,Cleveland,OH,44102,145000,3,1,S M Kleinmans Regal Park,1208,4791,1925,2,120,,Active,,,http://www.redfin.com/OH/Cleveland/3451-W-94th-St-44102/home/70740543,41.4596913,-81.7473163
Single Family Residential,3364 W 91st St,Cleveland,OH,44102,100000,2,1,14 DESNOYER 0024 ALL,1758,3920,1926,2,57,,Active,,,http://www.redfin.com/OH/Cleveland/3364-W-91st-St-44102/home/66206942,41.4622665,-81.7468141
Townhouse,2218 West Blvd,Cleveland,OH,44102,179900,6,3.5,West Blvd Allotment,,7405,1920,2,,,Active,,,http://www.redfin.com/OH/Cleveland/2218-West-Blvd-44102/home/70723861,41.471021,-81.756023
Single Family Residential,3168 W 71st St,Cleveland,OH,44102,54900,3,1.5,James M Hoyt & Colgate Hoyt,1228,4791,1898,4,45,,Active,,,http://www.redfin.com/OH/Cleveland/3168-W-71st-St-44102/home/66136008,41.4676655,-81.7345786
Townhouse,5717 Bridge Ave,Cleveland,OH,44102,235000,2,2.5,Waverly Station,1304,,2014,4,180,50,Active,July-27-2019 11:00 AM,July-27-2019 01:00 PM,http://www.redfin.com/OH/Cleveland/5717-Bridge-Ave-44102/home/66298362,41.480484,-81.7259391
Single Family Residential,3452 W 99th St,Cleveland,OH,44102,88000,3,1,Elizabeth & Roland Fletchers,,4356,1920,4,,,Active,,,http://www.redfin.com/OH/Cleveland/3452-W-99th-St-44102/home/70740498,41.4594452,-81.7525304
Single Family Residential,1367 W 61 St,Cleveland,OH,44102,375000,5,2.5,Cleveland,1964,,1900,5,191,,Active,,,http://www.redfin.com/OH/Cleveland/1367-W-61st-St-44102/home/66327830,41.4853261,-81.7280147
Single Family Residential,1461 W 54th St,Cleveland,OH,44102,310000,3,2.5,Detroit Shoreway/Gordon Square,2272,4356,1920,6,136,,Active,,,http://www.redfin.com/OH/Cleveland/1461-W-54th-St-44102/home/66576460,41.4839722,-81.7234528
Townhouse,1925 W 65th St,Cleveland,OH,44102,149900,8,5,James M Hoyts Sub,3005,4356,1900,7,50,,Active,,,http://www.redfin.com/OH/Cleveland/1925-W-65th-St-44102/home/70720674,41.4791229,-81.7298923
Single Family Residential,2108 W 91st St,Cleveland,OH,44102,44900,4,2.5,Cleveland,2129,4356,1913,7,21,,Active,,,http://www.redfin.com/OH/Cleveland/2108-W-91st-St-44102/home/66101727,41.4739838,-81.7465013
Single Family Residential,1828 W 48th St,Cleveland,OH,44102,425000,3,2.5,Benedicts & Roots Allotment,1740,10890,2015,8,244,,Active,,,http://www.redfin.com/OH/Cleveland/1828-W-48th-St-44102/home/70721294,41.482693,-81.72041
Single Family Residential,1294 W 65th St,Cleveland,OH,44102,169900,2,1,Morrison & Perkins,1816,4356,1910,9,94,,Active,,,http://www.redfin.com/OH/Cleveland/1294-W-65th-St-44102/home/66139016,41.4869596,-81.7306992
Single Family Residential,3177 W 90th St,Cleveland,OH,44102,60000,3,1,Cleveland,2026,3484,1927,9,30,,Active,,,http://www.redfin.com/OH/Cleveland/3177-W-90th-St-44102/home/66247464,41.4672563,-81.7456066
Single Family Residential,2195 W 105th St,Cleveland,OH,44102,43600,3,1,Madison Park,1488,3484,1914,9,29,,Active,,,http://www.redfin.com/OH/Cleveland/2195-W-105th-St-44102/home/70723658,41.4716042,-81.758556
Townhouse,1412 W 77th St,Cleveland,OH,44102,225000,2,2,Cleveland,1175,,1910,10,191,,Active,,,http://www.redfin.com/OH/Cleveland/1412-W-77th-St-44102/home/167467765,41.481791,-81.737653
Townhouse,1408 W 77th St,Cleveland,OH,44102,215000,2,2,Cleveland,1175,,1910,10,183,,Active,,,http://www.redfin.com/OH/Cleveland/1408-W-77th-St-44102/home/66586585,41.481791,-81.737653
Vacant Land,7711 Colgate Ave,Cleveland,OH,44102,25000,,,James M Hoyts,,4356,,10,,,Active,,,http://www.redfin.com/OH/Cleveland/7711-Colgate-Ave-44102/home/70724900,41.4729952,-81.7375602
Single Family Residential,1821 W 52nd St,Cleveland,OH,44102,100000,2,1,Benedict & Root,,3920,1900,10,,,Active,,,http://www.redfin.com/OH/Cleveland/1821-W-52nd-St-44102/home/66461477,41.4820912,-81.7221556
Condo/Co-op,11014 Detroit Ave #2,Cleveland,OH,44102,129900,2,2,Eastman Condo,1428,,1903,11,91,278,Active,,,http://www.redfin.com/OH/Cleveland/11014-Detroit-Ave-44102/unit-2/home/66470942,41.482643,-81.76342
Single Family Residential,3336 W 50th St,Cleveland,OH,44102,59900,3,1,Hoyt,1428,4791,1900,13,42,,Active,,,http://www.redfin.com/OH/Cleveland/3336-W-50th-St-44102/home/66139005,41.4631311,-81.7213213
Single Family Residential,1890 W 47th St,Cleveland,OH,44102,529000,4,3.5,Benedict & Roots Allotment,2772,4791,1910,13,191,,Active,July-28-2019 02:00 PM,July-28-2019 03:30 PM,http://www.redfin.com/OH/Cleveland/1890-W-47th-St-44102/home/66589283,41.481429,-81.71923
Single Family Residential,6213 W Clinton Ave,Cleveland,OH,44102,314000,3,2.5,Levi Johnson Heirs Allotment,2170,4356,1910,14,145,,Active,,,http://www.redfin.com/OH/Cleveland/6213-W-Clinton-Ave-44102/home/66228999,41.4831977,-81.728722
Single Family Residential,1438 W 112th St,Cleveland,OH,44102,80000,3,2,Leaonard Schillingss,1740,5227,1915,14,46,,Active,,,http://www.redfin.com/OH/Cleveland/1438-W-112th-St-44102/home/66453531,41.4815044,-81.7651901
Single Family Residential,3309 W 50th St,Cleveland,OH,44102,89900,2,2,Hoyt,,4791,1900,14,,,Active,,,http://www.redfin.com/OH/Cleveland/3309-W-50th-St-44102/home/66562795,41.4638391,-81.7209481
Townhouse,1297-1299 W 89th St,Cleveland,OH,44102,140000,4,2,Cleveland,2062,4356,1918,15,68,,Active,,,http://www.redfin.com/OH/Cleveland/1297-W-89th-St-44102/home/167155087,41.483042,-81.744849
Single Family Residential,2059 W 101 St,Cleveland,OH,44102,175000,5,2.5,West Blvd,2266,5227,1916,15,77,,Active,,,http://www.redfin.com/OH/Cleveland/2059-W-101st-St-44102/home/66187500,41.4753457,-81.7538979
Townhouse,1924 W 58th St,Cleveland,OH,44102,94900,4,2,Winterton & Sommer,2054,6969,1889,15,46,,Active,,,http://www.redfin.com/OH/Cleveland/1924-W-58th-St-44102/home/70720653,41.4792681,-81.7266231
Single Family Residential,1420 W 57th St,Cleveland,OH,44102,195000,3,1,N M Standards,1386,4356,1910,15,141,,Active,,,http://www.redfin.com/OH/Cleveland/1420-W-57th-St-44102/home/66198601,41.4846027,-81.7256011
Single Family Residential,1358 W 76th St,Cleveland,OH,44102,289900,4,2.5,Gordon Square,1818,4356,1890,17,159,,Active,,,http://www.redfin.com/OH/Cleveland/1358-W-76th-St-44102/home/66484926,41.483272,-81.7378274
Single Family Residential,2036 W 99th St,Cleveland,OH,44102,82500,4,1.5,Pliedner & Schmit Sub,1708,3484,1910,18,48,,Active,,,http://www.redfin.com/OH/Cleveland/2036-W-99th-St-44102/home/70724387,41.4759603,-81.7521885
Townhouse,6609 Bridge Ave,Cleveland,OH,44102,200000,6,2,Gordon Ave,2428,5227,1900,18,82,,Active,,,http://www.redfin.com/OH/Cleveland/6609-Bridge-Ave-44102/home/70720778,41.4803614,-81.7313725
Townhouse,1838 W 48th St,Cleveland,OH,44102,219500,4,2,Benedict & Root,1900,3920,1880,18,116,,Active,,,http://www.redfin.com/OH/Cleveland/1838-W-48th-St-44102/home/66219675,41.4823958,-81.7203201
Single Family Residential,1362 W 58th St,Cleveland,OH,44102,499900,3,3,Perkins,2800,3049,2018,21,179,,Active,,,http://www.redfin.com/OH/Cleveland/1362-W-58th-St-44102/home/66577579,41.486052,-81.726636
Single Family Residential,1938 W 65th St,Cleveland,OH,44102,142500,5,2,Elwell & Marvins Allotment,3738,5227,1900,23,38,,Active,,,http://www.redfin.com/OH/Cleveland/1938-W-65th-St-44102/home/66391189,41.4787144,-81.7305317
Condo/Co-op,10301 Lake Rd #419,Cleveland,OH,44102,56000,1,1,West Chateau,651,,1960,23,86,311,Active,,,http://www.redfin.com/OH/Cleveland/10301-Lake-Ave-44102/unit-419/home/66431707,41.4859545,-81.7550967
Condo/Co-op,5406 Bridge Ave,Cleveland,OH,44102,180000,2,1.5,Bridge Square Twnhse 03,1701,1306,2001,23,106,150,Active,,,http://www.redfin.com/OH/Cleveland/5406-Bridge-Ave-44102/home/66100930,41.480856,-81.72385
Single Family Residential,3197 W 94th St,Cleveland,OH,44102,89900,2,1,Goodman Morison & Andrews Allo,1561,3920,1900,23,58,,Active,,,http://www.redfin.com/OH/Cleveland/3197-W-94th-St-44102/home/66149798,41.4666519,-81.7475457
Single Family Residential,1456 W 54th St,Cleveland,OH,44102,274900,3,2,Hoyt & Wades Allotment,2191,3049,1910,23,125,,Active,,,http://www.redfin.com/OH/Cleveland/1456-W-54th-St-44102/home/66223867,41.4841219,-81.7239647
Single Family Residential,1915 W 65th St,Cleveland,OH,44102,199500,5,1,Cleveland,2592,4356,1895,23,77,,Active,,,http://www.redfin.com/OH/Cleveland/1915-W-65th-St-44102/home/70720677,41.4794022,-81.7298918
Single Family Residential,1658 W 69th St,Cleveland,OH,44102,168000,3,1,Cleveland,,2178,1900,23,,,Active,,,http://www.redfin.com/OH/Cleveland/1658-W-69th-St-44102/home/70720743,41.480797,-81.7332428
Townhouse,7124 Clark Ave,Cleveland,OH,44102,75000,7,2,Hoyt,2424,4356,1900,23,31,,Active,,,http://www.redfin.com/OH/Cleveland/7124-Clark-Ave-44102/home/66161726,41.4697632,-81.7351344
Single Family Residential,3300 W 90th St,Cleveland,OH,44102,59900,3,1,Realty Trusts Cos Desnoyer S,1049,3049,1915,23,57,,Active,,,http://www.redfin.com/OH/Cleveland/3300-W-90th-St-44102/home/70740982,41.4636342,-81.7459913
Single Family Residential,1662 W 69th St,Cleveland,OH,44102,168000,3,1,Cleveland,1310,2178,1900,23,128,,Active,,,http://www.redfin.com/OH/Cleveland/1662-W-69th-St-44102/home/66433582,41.4807237,-81.733168
Townhouse,2175 W 96th St,Cleveland,OH,44102,194900,10,5,A J Marvins,5400,5227,1920,23,36,,Active,,,http://www.redfin.com/OH/Cleveland/2175-W-96th-St-44102/home/70724196,41.4722487,-81.7494319
Single Family Residential,3147 W 68th St,Cleveland,OH,44102,18900,3,1,James M Hoyt & Sons Sub,1320,3484,1890,26,14,,Active,,,http://www.redfin.com/OH/Cleveland/3147-W-68th-St-44102/home/66453009,41.4682509,-81.7319283
Single Family Residential,1861 W 47th,Cleveland,OH,44102,359900,3,2.5,Cleveland,2410,5227,1900,29,149,,Active,July-28-2019 12:00 PM,July-28-2019 01:45 PM,http://www.redfin.com/OH/Cleveland/1861-W-47th-St-44102/home/70721213,41.4823325,-81.7185936
Townhouse,2028 W 93rd,Cleveland,OH,44102,59900,7,2,Cleveland,,,1900,29,,,Active,,,http://www.redfin.com/OH/Cleveland/2028-W-93rd-St-44102/home/66566027,41.4763236,-81.7475555
Condo/Co-op,10301 Lake Ave #822,Cleveland,OH,44102,104900,2,1,Lake Edge,992,,1960,30,106,402,Active,,,http://www.redfin.com/OH/Cleveland/10301-Lake-Ave-44102/unit-822/home/70719136,41.4859545,-81.7550967
Single Family Residential,1906 W 73rd St,Cleveland,OH,44102,249000,3,2,Realty Trust Cos Franklin Ave,1987,4356,1910,30,125,,Active,,,http://www.redfin.com/OH/Cleveland/1906-W-73rd-St-44102/home/70720855,41.4798889,-81.7350489
Townhouse,2062 W 105 St,Cleveland,OH,44102,109900,3,2,Madison Park,1616,3920,1910,30,68,,Active,,,http://www.redfin.com/OH/Cleveland/2062-W-105th-St-44102/home/66572934,41.4752485,-81.7590261
Single Family Residential,1288 W 93rd St,Cleveland,OH,44102,219900,2,1.5,Jackson,987,3920,1900,30,223,,Active,,,http://www.redfin.com/OH/Cleveland/1288-W-93rd-St-44102/home/66132292,41.4831914,-81.7474872
Townhouse,4504 Clinton Ave,Cleveland,OH,44102,399900,3,3,The Exchange on Clinton,2196,,2019,31,182,50,Active,,,http://www.redfin.com/OH/Cleveland/4504-Clinton-Ave-44102/unit-C/home/129922905,41.4862667,-81.717901
Townhouse,1349 W 49th St,Cleveland,OH,44102,339900,2,2.5,West Bldg Condo,2448,3049,1998,31,139,75,Active,,,http://www.redfin.com/OH/Cleveland/1349-W-49th-St-44102/home/70721396,41.487786,-81.7206379
Townhouse,1313 W 54th St,Cleveland,OH,44102,379900,2,2.5,Harbor View Sub,1786,871,2015,32,213,50,Active,July-28-2019 11:30 AM,July-28-2019 01:30 PM,http://www.redfin.com/OH/Cleveland/1313-W-54th-St-44102/home/66087041,41.4880452,-81.7237937
Single Family Residential,1367 W 64th St,Cleveland,OH,44102,515000,3,2.5,Perkins,2259,,1920,34,228,,Active,,,http://www.redfin.com/OH/Cleveland/1367-W-64th-St-44102/home/70720248,41.4851211,-81.7290213
Townhouse,1845 W 48th St,Cleveland,OH,44102,109000,6,2,Benedict & Roots Allotment,2294,3920,1900,34,48,,Active,,,http://www.redfin.com/OH/Cleveland/1845-W-48th-St-44102/home/70721177,41.4822286,-81.7197959
Single Family Residential,3310 W 54th St,Cleveland,OH,44102,45000,2,1,Hoyt,,4791,1910,35,,,Active,,,http://www.redfin.com/OH/Cleveland/3310-W-54th-St-44102/home/66453408,41.4637404,-81.7237628
Single Family Residential,1294 W 105th St,Cleveland,OH,44102,235000,4,2.5,Edgewater,2000,5227,1900,35,118,,Active,,,http://www.redfin.com/OH/Cleveland/1294-W-105th-St-44102/home/70719473,41.484205,-81.7583424
Single Family Residential,10217 Edgewater Dr,Cleveland,OH,44102,619900,5,4,Edgewater,,14374,1920,36,,,Active,,,http://www.redfin.com/OH/Cleveland/10217-Edgewater-Dr-44102/home/70718477,41.4872249,-81.7545531
Single Family Residential,1801 W 47th St,Cleveland,OH,44102,190000,3,1.5,Dudley Baldwins,2070,5227,2001,36,92,,Active,,,http://www.redfin.com/OH/Cleveland/1801-W-47th-St-44102/home/70721257,41.4839097,-81.7185936
Townhouse,1890 W 54 St,Cleveland,OH,44102,169900,7,3,Benedict & Roots Allotment,3120,7405,1910,36,54,,Active,,,http://www.redfin.com/OH/Cleveland/1890-W-54th-St-44102/home/70721009,41.479826,-81.7238976
Townhouse,9908 Denison Ave,Cleveland,OH,44102,149000,5,2,Weitz,3819,4791,1910,36,39,,Active,,,http://www.redfin.com/OH/Cleveland/9908-Denison-Ave-44102/home/66565788,41.466549,-81.752671
Vacant Land,W 47th St,Cleveland,OH,44102,58499,,,Benedict & Roots Allotment,,3920,,37,,,Active,,,http://www.redfin.com/OH/Cleveland/W-47th-St-44102/home/70721262,41.482895,-81.718538
Vacant Land,1420 W 50th St,Cleveland,OH,44102,80000,,,Cleveland,,3920,,38,,,Active,,,http://www.redfin.com/OH/Cleveland/1420-W-50th-St-44102/home/70720300,41.485727,-81.7217019
Townhouse,1920 W 57th St,Cleveland,OH,44102,100000,4,2,William Wessing Allotment,1360,4356,1920,42,74,,Active,,,http://www.redfin.com/OH/Cleveland/1920-W-57th-St-44102/home/66573897,41.4786526,-81.7253056
Single Family Residential,5413 Franklin Blvd,Cleveland,OH,44102,340000,4,3.5,Detroit Shoreway,3562,3049,1900,42,95,,Active,July-28-2019 01:00 PM,July-28-2019 03:00 PM,http://www.redfin.com/OH/Cleveland/5413-Franklin-Blvd-44102/home/66575464,41.4832588,-81.7241903
Townhouse,8415 Detroit Ave,Cleveland,OH,44102,129900,8,4.5,James F Rhodes Allotment,3153,6098,1910,43,41,,Active,,,http://www.redfin.com/OH/Cleveland/8415-Detroit-Ave-44102/home/66569561,41.4804617,-81.7429994
Single Family Residential,3304 W 91st St,Cleveland,OH,44102,79900,3,1,Desnoyer,1161,3484,1914,48,69,,Active,,,http://www.redfin.com/OH/Cleveland/3304-W-91st-St-44102/home/66453485,41.4637198,-81.7468025
Townhouse,2179 W 106th St,Cleveland,OH,44102,60000,4,2,Madison Park,2787,4356,1916,50,22,,Active,,,http://www.redfin.com/OH/Cleveland/2179-W-106th-St-44102/home/66573641,41.4720212,-81.7594962
Single Family Residential,3400 W 95th St,Cleveland,OH,44102,60000,3,1,E R Cowins West 95th Street,2118,4356,1920,50,28,,Active,,,http://www.redfin.com/OH/Cleveland/3400-W-95th-St-44102/home/70740580,41.4611361,-81.7488159
Single Family Residential,2173 W 98th St,Cleveland,OH,44102,44900,3,1,Cleveland,1792,6098,1900,51,25,,Active,,,http://www.redfin.com/OH/Cleveland/2173-W-98th-St-44102/home/66253560,41.4722423,-81.7506926
Single Family Residential,10011 Clifton Blvd Unit S/L 1,Cleveland,OH,44102,565500,3,2.5,CLIFTON PARKSIDE HOMES,2536,8712,2019,51,223,,Active,,,http://www.redfin.com/OH/Cleveland/10011-Clifton-Blvd-44102/unit-S-L-1/home/167041520,41.484305,-81.753096
Townhouse,1260 West Blvd Unit S/L 2,Cleveland,OH,44102,574900,3,2.5,CLIFTON PARKSIDE HOMES,2616,8712,2019,51,220,,Active,,,http://www.redfin.com/OH/Cleveland/1260-West-Blvd-44102/unit-S-L-2/home/167041499,41.4845766,-81.7524203
Condo/Co-op,3-1248 W 70th St,Cleveland,OH,44102,447900,2,2.5,Battery Park,1837,,2017,53,244,166,Active,,,http://www.redfin.com/OH/Cleveland/1248-W-70th-St-44102/home/142155656,41.48711,-81.73671
